title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,Book Series Title,Journal Volume,Journal Issue,Item DOI,URL,Content Type,"﻿""Authors""",Author full names,Author(s) ID,Year,Source title,Art. No.,Page start,Page end,Cited by,Link,Document Type,Publication Stage,Open Access,Source,EID,year,venue,keyword,notes,author,isbn,publisher,address,url,doi,abstract,booktitle,pages,numpages,location,keywords,series,issue_date,volume,number,issn,journal,articleno,note,editor,edition,NDVI,_t,Screening_Score,I1_Publication_Type,I2_Date_Language,I3_Technical_Relevance,I4_Safety_Verification,I5_DO178_Related,E1_NonResearch_Material,E2_Language_Date,E3_Insufficient_Technical_Relevance,E4_Insufficient_Safety_Verification,E5_Duplicate_Superseded,E6_Book,Screening_Decision
Structural Digital twin-based framework for real-time Health Monitoring,A. R. Dubey; M. M. Yousuf; T. J. Saravanan; S. R. Dash,"School of Infrastructure, IIT Bhubaneswar, Odisha, India; School of Infrastructure, IIT Bhubaneswar, Odisha, India; School of Infrastructure, IIT Bhubaneswar, Odisha, India; School of Infrastructure, IIT Bhubaneswar, Odisha, India",2025 IEEE International Conference on Emerging Technologies and Applications (MPSec ICETA),19 Aug 2025,2025.0,,,1,6,"The safety and longevity of infrastructures are of critical concern in modern days, necessitating advanced systems for Structural Health Monitoring (SHM). Traditional inspection methods are often inefficient and difficult in terms of continuous real time monitoring of structural deterioration in infrastructures. Digital twin technology has emerged as a pivotal innovation in modern engineering, offering a dynamic framework for real-time monitoring, analysis, and control of physical assets. This research focuses on developing a comprehensive framework for digital twinning, with an emphasis on SHM. The proposed framework integrates sensor system data, finite computational models, and real-time feedback mechanisms to replicate and predict the behaviour of physical assets. The proposed framework has been validated through a fixed beam structure as a proof of concept for Digital twin application. The major issue in traditional digital twin application is seamless integration of the framework with numerical analysis to come up with meaningful usable results. The present work tries for continuous integration of the framework with a robust numerical structural analysis software for better analysis of complex structures. Therefore, in the present study, by using Python programming as the base for developing the real-time integration of data collected from physical structure and to communicate with numerical modelling software SAP2000 through its open API. The process has been automated to provide alarming system in case of thresholds results are exceeded, and continuously updates the digital model, ensuring a seamless interaction between the physical and virtual entities. This research provides a robust foundation for extending digital twinning beyond traditional SHM, highlighting its potential for predictive maintenance, operational optimization, and life-cycle management.",,979-8-3315-2131-8,10.1109/MPSecICETA64837.2025.11118487,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11118487,Digital Twin Technology;sensory system;real-time monitoring;Predictive Maintenance;Infrastructure Longevity,Real-time systems;Data models;Sensor systems;Software;Digital twins;Numerical models;Safety;Synchronization;Monitoring;Python,,3.0,,17.0,IEEE,19 Aug 2025,21-23 Feb. 2025,21-23 Feb. 2025,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Development of an AI-Based Smart Traffic Guard System for Real-Time Detection and Automated Penalty Enforcement of Traffic Violations,N. Thamilarasi; B. Shanmathi; S. Kannagi; G. M; S. K. M; S. P,"Department of Electronics and Communication Engineering, Velammal Institute of Technology, Chennai, India; Department of Electronics and Communication Engineering, Velammal Institute of Technology, Chennai, India; Department of Electronics and Communication Engineering, Velammal Institute of Technology, Chennai, India; Department of Electronics and Communication Engineering, Velammal Institute of Technology, Chennai, India; Department of Electronics and Communication Engineering, Velammal Institute of Technology, Chennai, India; Department of Electronics and Communication Engineering, Velammal Institute of Technology, Chennai, India",2025 6th International Conference on Inventive Research in Computing Applications (ICIRCA),31 Jul 2025,2025.0,,,804,809,"Presenting the design and Development of an AI-powered Traffic Guard system aimed at detecting and penalizing common traffic violations using an integrated tech stack. The system leverages YOLOv5 for real-time object detection, particularly helmet detection for twowheeler riders. OpenCV, combined with OCR and License Plate Detection (ALPD) techniques, is utilized to extract vehicle registration numbers from live footage. Additionally, speed limit violations and red-light crossing incidents are detected using frame-based analysis and traffic signal synchronization. Once a breach is detected and verified, a digital challan is automatically generated and routed to the violator through Razorpay, enabling immediate online payment. This end-to-end solution is developed in Python, with a simple and intuitive Tkinter. GUI for monitoring and manual override, where necessary. The choice of tools ensures the system remains light, accurate, and easy to implement, even in resource-constrained environments. My focus is to maintain a balance of technical depth and realworld applicability while enhancing road safety and promoting regulatory compliance. Through this system, we aim to reduce human effort in traffic enforcement and foster a smarter and more disciplined urban transport environment.",,979-8-3315-2142-4,10.1109/ICIRCA65293.2025.11089648,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11089648,YOLOv5;OpenCV;License Plate Detection;signal synchronization;Razor pay Integration;Challan Automation;Digital Payments;Python;Tkinter GUI;Traffic Rule Enforcement;Smart Transportation;Real-time object Detection;Intelligent surveillance,YOLO;Automation;Computational modeling;Biological system modeling;Real-time systems;Regulation;Synchronization;Artificial intelligence;License plate recognition;Graphical user interfaces,,3.0,,9.0,IEEE,31 Jul 2025,25-27 June 2025,25-27 June 2025,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
AI-Driven Hand Gesture Recognition for Robotic Arm Control,Y. K. Yep; Y. H. Goh; T. H. Chiew; K. M. Chin; J. J. Ong; K. S. Eu,"Faculty of Engineering and Technology, Tunku Abdul Rahman University of Management and Technology, Setapak, Malaysia; Faculty of Engineering and Technology, Tunku Abdul Rahman University of Management and Technology, Setapak, Malaysia; Faculty of Engineering and Technology, Tunku Abdul Rahman University of Management and Technology, Setapak, Malaysia; Faculty of Engineering and Technology, Tunku Abdul Rahman University of Management and Technology, Setapak, Malaysia; Faculty of Engineering and Technology, Tunku Abdul Rahman University of Management and Technology, Setapak, Malaysia; School of Engineering and Technology Taylor's University, Selangor, Malaysia","2025 5th International Conference on Artificial Intelligence, Robotics, and Communication (ICAIRC)",23 Feb 2026,2025.0,,,362,366,"This project focuses on the development of an AI-powered dynamic hand gesture recognition system designed to control both the speed and directional movement of an industrial robotic arm, aiming to improve human-robot interaction (HRI). Traditional control methods for robotic systems often fall short in terms of intuitiveness and adaptability, particularly in dynamic or unstructured settings. To address these limitations, the proposed system interprets a range of dynamic hand gestures—including forward, backward, left, right, and neutral—as well as speed commands such as slow, intermediate, and fast. Real-time hand tracking is achieved using MediaPipe for accurate landmark detection, combined with OpenCV for video capture and processing. A Bidirectional Long Short-Term Memory (BiLSTM) network processes the gesture sequences, trained on a custom dataset collected under varied lighting and background conditions to enhance robustness. Python was used for software development, while motion commands were executed through KRL Language. The system demonstrated real-time performance, with an average signal latency of 0.6 seconds, and achieved a high recognition accuracy of 98.57%. This gesture-based interface significantly enhances operational safety, reduces operator fatigue, and lowers the risk of human error. Future improvements will focus on expanding the gesture library, reducing latency, and scaling for complex industrial use cases.",,979-8-3315-5445-3,10.1109/ICAIRC68035.2025.11384947,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11384947,Hand gesture recognition;Robotic arm real-time control;AI-based recognition system,Hands;Accuracy;Service robots;Human-robot interaction;Gesture recognition;Robot sensing systems;Manipulators;Real-time systems;Robustness;Python,,1.0,,15.0,IEEE,23 Feb 2026,7-9 Nov. 2025,7-9 Nov. 2025,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Multi-Objective JVM Optimization Framework with Enhanced Machine Learning Techniques: An Automated Approach to Performance Tuning,D. P; B. G; J. T,"Computer Science and Engineering, St. Joseph’s College Of Engineering, Chennai, India; Computer Science and Engineering, St. Joseph’s College Of Engineering, Chennai, India; Computer Science and Engineering, St. Joseph’s College Of Engineering, Chennai, India",2025 5th International Conference on Ubiquitous Computing and Intelligent Information Systems (ICUIS),13 Feb 2026,2025.0,,,257,261,"Java Virtual Machine (JVM) parameter tuning is a crucial part of a performance and memory utilisation optimization of application execution in the enterprise environments. This paper outlines a detailed multi objective optimisation model in which the use of Optuna in self-guided tuning of JVM parameters is made. Our approach simultaneously maximises execution latency and memory usage through Pareto front program analysis, thus dealing with the complex trade-offs with which JVM configuration is replete. The framework incorporates a powerful graphical user interface to monitor and provide the necessary decision to determine optimisation progress in real- time. The experimental findings indicate considerable performance improvement: the automated variant achieves a reduction of 56.4 percent in execution time and a reduction by 78.8 percent of memory consumption as compared to the comparative default JVMs. The system provides exhaustive analytics, such as the impact of the parameters assessment, performance trend assessment, and configuration recommendations, thus, making the instrument available to both non-expert and expert users.",,979-8-3315-5284-8,10.1109/ICUIS67429.2025.11380448,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11380448,JVM optimization;multi-objective optimization;Pareto front;performance tuning;memory management;automated configuration,Java;Optimization models;Memory management;Production;Ubiquitous computing;Virtual machining;Optimization;Tuning;Monitoring;Graphical user interfaces,,,,12.0,IEEE,13 Feb 2026,26-28 Nov. 2025,26-28 Nov. 2025,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Smart Traffic Intersection Management System for Efficient Urban Mobility,A. K. C. S; L. B. S; V. V. B; K. Arun Kumar; V. G. K,"School Of ECE, Reva University, Banglore, India; School Of ECE, Reva University, Banglore, India; School Of ECE, Reva University, Banglore, India; School Of ECE, Reva University, Banglore, India; School Of ECE, Reva University, Banglore, India","2025 2nd International Conference on New Frontiers in Communication, Automation, Management and Security (ICCAMS)",24 Nov 2025,2025.0,,,1,6,"This project presents a hybrid traffic management system integrating Python-based image processing and Verilog-based traffic signal control through socket-based communication. The system utilizes real-time traffic data, process vehicle density, and detect violations such as red-light crossing and overspeeding. The extracted data is transmitted to an FPGA-based traffic controller, which dynamically adjusts signal timings to optimize traffic flow. The real-time adaptability of the system enhances traffic efficiency, minimizes congestion, and improves road safety, making it a scalable solution for smart city applications.",,979-8-3315-9610-1,10.1109/ICCAMS65118.2025.11234625,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11234625,Traffic management;Python;Verilog;real-time processing;FPGA;smart cities;vehicle detection;adaptive traffic control,Accuracy;Smart cities;Sockets;Estimation;Traffic control;Real-time systems;Synchronization;Security;Hardware design languages;Testing,,,,13.0,IEEE,24 Nov 2025,11-12 July 2025,11-12 July 2025,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Advanced UAVs Hardware-In-The-Loop Simulation Platform for STM32-Based Flight Controllers,I. Laabousse; Y. El Bouzekri El Idrissi; M. Haidoury,"Engineering Sciences Laboratory, National School of Applied Sciences, Ibn Tofail University, Kenitra, Morocco; Engineering Sciences Laboratory, National School of Applied Sciences, Ibn Tofail University, Kenitra, Morocco; Modeling, Information Processing and Control Systems, National School of Arts and Crafts, Moulay Ismail University, Meknes, Morocco",2025 IEEE 8th Congress on Information Science and Technology (CiSt),6 Nov 2025,2025.0,,,166,170,"The reliability of control algorithms for Unmanned Aerial Vehicles (UAVs) is a critical step in the development process, especially when transitioning from simulation to real implementation. Software-In-The-Loop (SITL) methods, though widely used, often fall short of capturing hardware-specific behaviors such as timing constraints and I/O delays. To address this gap, we introduce a Hardware-In-The-Loop (HITL) simulation platform tailored to STM32-based flight controllers. Our system integrates the X-Plane 12 flight simulator with an STM32F4 Discovery board through a lightweight Python middleware that enables real-time, bidirectional communication. The middleware handles sensor emulation, actuator command translation, and precise loop timing, allowing direct testing of control logic on embedded hardware under realistic flight dynamics. Experimental validation confirms the platform’s ability to maintain stable loop frequencies, low communication latency, and accurate response tracking in closed-loop scenarios. This flexible and cost-effective HITL platform offers a valuable framework for researchers and developers to rigorously evaluate both control algorithms and the performance of embedded STM32-based flight controllers under realistic conditions, without the need for physical flight tests. It significantly reduces development risk and time, particularly in academic and prototype-level UAV applications.",2327-1884,979-8-3315-4384-6,10.1109/CiSt65886.2025.11224143,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11224143,Hardware-In-The-Loop (HITL) Simulation;Flight Controller;STM32 Microcontroller;Real-Time Control,Actuators;Tracking loops;Translation;Emulation;Autonomous aerial vehicles;Real-time systems;Hardware;Middleware;Testing;Python,,,,12.0,IEEE,6 Nov 2025,4-10 Oct. 2025,4-10 Oct. 2025,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
IoT-Enabled Real Time Air Quality Monitoring Using Hybrid CNN-RNN with Attention Mechanism,M. Menaka; P. S. Sanjay; D. Sugandhan; P. Sivachandhiran,"Department of Electronics and Communication Engineering, Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College, Avadi, Chennai, Tamilnadu, India; Department of Electronics and Communication Engineering, Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College, Avadi, Chennai, Tamilnadu, India; Department of Electronics and Communication Engineering, Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College, Avadi, Chennai, Tamilnadu, India; Department of Electronics and Communication Engineering, Vel Tech High Tech Dr. Rangarajan Dr. Sakunthala Engineering College, Avadi, Chennai, Tamilnadu, India",2025 International Conference on Sensors and Related Networks (SENNET) Special Focus on Digital Healthcare(64220),11 Sep 2025,2025.0,,,1,6,"Monitoring the environment, particularly air quality, is vital for protecting public health, ensuring safety, and effectively reducing pollution levels. However, using physical models often leads to incorrect and imprecise outcomes. To address this, the study proposes an IoT-based system for real-time monitoring of air quality using sensors. Data undergoes through preprocessing, including cleaning, noise reduction, and missing value imputation. A hybrid CNN-RNN model with attention mechanism is used to capture temporal dependencies and predict pollution levels. To optimize performance, Harris Hawks Optimization (HHO) algorithm fine-tunes the model parameters. Proposed system implemented using Python and achieves MAE of 0.43 and RMSE of 0.53, demonstrating significant improvements in prediction accuracy and timely pollution alerts. This system enhances urban air quality monitoring and supports informed environmental management for sustainable urban living.",,979-8-3315-9746-7,10.1109/SENNET64220.2025.11135986,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11135986,Air quality monitoring;IoT sensors;CNN-RNN hybrid model with attention mechanism;HHO;Environmental data analysis;Real-time pollution prediction,Attention mechanisms;Atmospheric modeling;Predictive models;Air quality;Prediction algorithms;Sensor systems;Real-time systems;Data models;Sensors;Monitoring,,1.0,,15.0,IEEE,11 Sep 2025,24-27 July 2025,24-27 July 2025,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Real-Time Detection and Correction of Signal-Based Attacks in Cyber-Physical Systems,Y. Khamlich; A. Oukaira; F. Khamlich; A. Lakhssassi; J. Zbitou,"Department of Computer Science and Engineering, Université du Québec en Outaouais, Gatineau, Canada; Department of Electrical Engineering, Université de Moncton, Moncton, Canada; Department of Physics, Université Hassan II, Casablanca, Morocco; Department of Engineering and Computer Science, Université du Québec en Outaouais, Gatineau, Canada; Department of Engineering and Computer Science, Université du Québec en Outaouais, Gatineau, Canada","2025 5th International Conference on Innovative Research in Applied Science, Engineering and Technology (IRASET)",26 May 2025,2025.0,,,1,4,"Cyber-Physical Systems (CPS) are vital to modern infrastructure but remain vulnerable to signal-based attacks that threaten their reliability and safety. This work proposes a practical security framework combining Verilog simulations and Python-based analysis to detect and correct False Data Injection (FDI) attacks in real time. The system integrates anomaly detection, classification, and, correction using predefined logic and Machine Learning (ML) inference. Experimental results demonstrate a 92.3% detection rate, 5.4% false positive rate, and correction latency under 250 ms. Three simulated attack scenarios confirm the framework’s robustness and ability to sustain CPS performance under adversarial conditions. Future work will explore Field-Programmable Gate Array (FPGA) deployment for hardware validation and Digital Twin (DT) integration for realtime system mirroring and predictive defense.",,979-8-3315-3297-0,10.1109/IRASET64571.2025.11008059,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11008059,Cyber-Physical Systems (CPS);Digital Twins (DT);False Data Injection (FDI);Field-Programmable Gate Array (FPGA);Machine Learning (ML);Python-driven analysis,Scalability;Machine learning;Real-time systems;Hardware;Digital twins;Smart grids;Security;Field programmable gate arrays;Anomaly detection;Testing,,1.0,,15.0,IEEE,26 May 2025,15-16 May 2025,15-16 May 2025,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Integrated Driver Monitoring and Real-Time Accident Detection System using IoT and Computer Vision,V. K; P. Tharun; S. R. S; M. K. R. S; B. S. J; S. R. B,"Department of CSE, Kalasalingam Academy of Research and Education, Krishnankoil, Tamilnadu, India; Department of CSE, Kalasalingam Academy of Research and Education, Krishnankoil, Tamilnadu, India; Department of CSE, Kalasalingam Academy of Research and Education, Krishnankoil, Tamilnadu, India; Department of CSE, Kalasalingam Academy of Research and Education, Krishnankoil, Tamilnadu, India; Department of CSE, Kalasalingam Academy of Research and Education, Krishnankoil, Tamilnadu, India; Department of CSE, Kalasalingam Academy of Research and Education, Krishnankoil, Tamilnadu, India",2025 5th International Conference on Expert Clouds and Applications (ICOECA),13 Aug 2025,2025.0,,,296,300,"Accidents relating to driver fatigue and collision are on the alarming rise, thus underlining the necessity for intelligent safety systems. This study presents an Integrated Driver Monitoring and Real-Time Accident Detection System that deploys IoT and computer vision to enhance road safety. The proposed system detects the drowsiness of the driver through real-time facial monitoring based on a Python deep learning model, whereas MEMS (Micro-Electro-Mechanical Systems) sensors detect sudden jerks or movements of the vehicle that can lead to a collision. After drowsiness detection, the system activates an alert mechanism that includes intrusion in buzzers and an ignition cutoff. In case of serious accidents, the GPS (Global Positioning System) and GSM (Global System for Mobile Communications) modules will immediately alert by sending emergency messages containing the vehicle's location to predefined contacts. The system is implemented on an Arduino microcontroller interfaced with several sensors for proper detection and immediate response. The evaluation of performance shows that the system is very accurate in detecting drowsiness and collisions, thus making the system an economical and dependable approach to preventing accidents. Future developments can integrate the system with AI-driven predictive analytics that can ultimately lower road incidents and improve response times.",,979-8-3315-2447-0,10.1109/ICOECA66273.2025.00058,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11113859,Driver Safety;Drowsiness Detection;Accident Prevention;IoT;MEMS Sensors;Computer Vision;Real-Time Monitoring;Vehicle Safety,Micromechanical devices;Computer vision;Sensor phenomena and characterization;Fatigue;Real-time systems;Sensor systems;Monitoring;Accidents;Vehicles;Global Positioning System,,2.0,,22.0,IEEE,13 Aug 2025,6-7 March 2025,6-7 March 2025,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
Performance and Metrics Analysis Between Python3 via Mojo,A. K. A. Deo; S. Gupta; R. Kundu; P. Jaiswal; T. Fatma; M. K. Dehury,"Amity Institute of Information Technology Amity University, Jharkhand Ranchi, India; Amity Institute of Information Technology Amity University, Jharkhand Ranchi, India; Amity Institute of Information Technology Amity University, Jharkhand Ranchi, India; Amity Institute of Information Technology Amity University, Jharkhand Ranchi, India; Amity Institute of Information Technology Amity University, Jharkhand Ranchi, India; Amity Institute of Information Technology Amity University, Jharkhand Ranchi, India",2024 2nd International Conference on Sustainable Computing and Smart Systems (ICSCSS),20 Aug 2024,2024.0,,,1291,1297,"In the field of programming languages, Mojo and Python have gained significant popularity and recognition among developers. While Mojo, a newly emerging language, and Python, a well-established language, both have their own merits and features that make them suitable for various programming tasks. Recent AI techniques such as transformers in Natural Language Processing (NLP), Reinforcement Learning (RL), and Generative Adversarial Networks (GANs) have shown remarkable advancements. However, these techniques face challenges like high computational costs, scalability issues, and integration complexity. While Python features user-friendly syntax and extensive libraries, its interpreted nature can hinder performance for computationally intensive tasks. This research addresses this limitation by introducing Mojo, a high-performance language specifically designed for AI applications. Mojo leverages compilation and advanced optimization techniques to achieve significantly faster execution speeds compared to Python. The Mojo programming language can address these challenges by offering high-performance computation, efficient memory management, and seamless integration with AI frameworks. This can lead to faster processing times, better scalability, and more streamlined development workflows for advanced AI systems. The paper presents empirical evidence demonstrating the substantial performance gains offered by Mojo. Furthermore, the analysis explores several advantages of Mojo beyond raw speed. These include static typing, which enhances code reliability and maintainability, and built-in support for parallelism, enabling efficient utilization of multi-core processors. Additionally, Mojo's seamless integration with existing Python codebases allows developers to leverage the extensive Python ecosystem while enjoying the performance benefits of Mojo.",,979-8-3503-7999-0,10.1109/ICSCSS60660.2024.10625342,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10625342,Mojo;Python;Programming Languages;Performance;AI Applications;Machine Learning;Static Typing;Memory Safety;Multithreading,Scalability;Syntactics;Parallel processing;Natural language processing;Libraries;Computational efficiency;Artificial intelligence,,4.0,,56.0,IEEE,20 Aug 2024,10-12 July 2024,10-12 July 2024,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
GrayDuck: The Sword of Damocles for Duck Typing in Dynamic Language Deserialization,X. Liu; X. Zheng; C. Fu; X. Xie; P. Di,"Hubei Key Laboratory of Distributed System Security, School of Cyber Science and Engineering, Huazhong University of Science and Technology, Wuhan, China; Ant Group, China; Hubei Key Laboratory of Distributed System Security, School of Cyber Science and Engineering, Huazhong University of Science and Technology, Wuhan, China; Ant Group, China; Ant Group, China",2024 39th IEEE/ACM International Conference on Automated Software Engineering (ASE),29 Nov 2024,2024.0,,,2458,2459,"Duck typing is a flexible programming style in dynamic languages, enabling the achievement of complex behaviors using less code. The use of duck typing is currently widespread; however, the question is whether its use in code is truly safe. In fact, improper use of duck typing may introduce unexpected security threats. In this paper, we reveal another side of duck typing, showing how it can exacerbate the impact of deserialization vulnerabilities and expand the range of attack options for attackers. We present three cases of duck typing misuse and theoretically demonstrate how such misuse can expand the attack surface of deserialization vulnerabilities. Additionally, we design a static analysis tool, GrayDuck, to construct a Class Relation Graph (CRG) that clearly delineates the range of classes accessible through each deserialization operation and identify instances of duck typing misuse along with the associated attack surfaces so that to assess the potential harm. We utilized this tool to scan 5 Python programs known to have real deserialization vulnerabilities, detecting 7 issues of deserialized object duck typing misuse and calculating the corresponding expansions of the attack surfaces.CCS CONCEPTS• Security and privacy → Software security engineering.",2643-1572,979-8-4007-1248-7,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10764887,Duck Typing;Deserialization Vulnerability;Dynamic Language,Privacy;Codes;Static analysis;Programming;Software;Dynamic programming;Security;Software engineering;Python,,,,4.0,,29 Nov 2024,27 Oct.-1 Nov. 2024,27 Oct.-1 Nov. 2024,IEEE,IEEE Conferences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
A Comprehensive Review of Static Memory Analysis,T. Akinyemi; E. Solomon; A. Woubie; K. Lippert,"Department of Computer Science, Virginia State University, Petersburg, VA, USA; Department of Computer Science, Virginia State University, Petersburg, VA, USA; Silo AI, Helsinki, Finland; Department of Systems Engineering, University of South Alabama, Mobile, AL, USA",IEEE Access,21 Nov 2024,2024.0,12,,170204,170226,"This review aims to evaluate and compare various static analysis tools across multiple programming languages for memory management. The tools and techniques under scrutiny include pattern matching, symbolic execution, CppCheck, SharpChecker, FindBugs, CheckStyle, and Pylint. When examining the methods, pattern matching, and symbolic execution, we identified implementations using pattern matching and symbolic execution for each programming language. We focus on understanding the full scope of their capabilities and effectiveness in managing internal and external memory components such as RAM, SRAM, PROM, Cache, Optical Drive, etc. While static analysis tools do not directly analyze physical memory components, they are crucial in enhancing memory behavior. By detecting and addressing memory-related issues early in the development process, these tools contribute significantly to the overall quality of software systems. This review will thoroughly examine the strengths and weaknesses of each static analysis tool, aiding in selecting the most suitable tool or combination of tools for effective memory management across diverse programming environments.",2169-3536,,10.1109/ACCESS.2024.3482253,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10719996,C++;Java;pattern matching;Python;SharpChecker;static memory analysis;symbolic execution,Static analysis;Random access memory;Computer bugs;Codes;Python;Pattern matching;Memory management;Java;Security;Source coding;C++ languages,,4.0,,47.0,CCBY,16 Oct 2024,2024,,IEEE,IEEE Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Pass provisionally—publication metadata requires verification,Pass date; English should be verified,Pass—language + analysis/verification signal,Fail/uncertain,Not explicit—full-text relevance check needed,No obvious signal,No date exclusion signal,No obvious signal,Possible exclusion,Requires duplicate/version checking,No obvious signal,SCREEN — manual eligibility review
